Feed N Plus 2A content,Reactor WAIT,H2 to HC,Reactor 1 Inlet Temp,Reactor 2 Inlet Temp,Reactor 3 Inlet Temp,Reactor 4 Inlet Temp,Reactor 1 Delta T,Reactor 2 Delta T,Reactor 3 Delta T,Reactor 4 Delta T,Reactor 1 Delta P,Reactor 2 Delta P,Reactor 3 Delta P,Reactor 4 Delta P,Seperator Pressure,Seperator Temperature,Recycle gas purity,Net gas Hydrogen Purity,Coke on Spent Catalyst,Chloride Injection rate,Total Paraffins in feed,Total Naphthenes in feed,Total Aromatics in feed,Total olefins in Feed,Reactor LHSV,Feed IBP,50% IBP,WABT,Plant C5PlusYield
49.12,990.02,3.66,986.86,988.55,992.81,988.96,164.83,107.61,72.26,38.47,0.66,2.61,2.8,3,33.17,102.16,83.06,89.23,3.6,2.38,62.38,25.44,11.84,0.14,1.61,205.17,253,942.46,84.95
49.12,990.02,3.66,987.79,988.53,993.31,989.76,165.26,106.34,72.85,39.09,0.69,2.6,2.82,2.98,32.59,103.38,83.06,89.23,3.6,2.38,62.38,25.44,11.84,0.14,1.61,205.17,253,942.46,84.95
48.4,990,3.62,987.25,988.77,992.51,989.96,165.14,106.6,72.61,39.66,0.67,2.62,2.81,3.06,32.64,103.27,83.06,89.29,3.6,2.41,62.9,24.92,11.74,0.08,1.61,197.87,253,943.02,84.84
48.4,990,3.62,987.24,988.85,992.74,990.18,164.77,106.64,72.61,39.76,0.68,2.63,2.83,3.08,32.58,102.81,83.06,89.29,3.6,2.41,62.9,24.92,11.74,0.08,1.61,197.87,253,943.02,84.84
48.4,989.97,3.63,986.46,986.55,991.86,989.42,166.52,105.64,72.55,39.59,0.69,2.63,2.81,3.09,33.36,102.94,83.06,89.29,3.6,2.41,62.9,24.92,11.74,0.08,1.61,197.87,253,942.94,84.81
48.4,989.97,3.63,986.34,981.25,989.2,987.71,168.49,101.31,71.3,39.51,0.72,2.67,2.86,3.06,34.12,107.14,83.06,89.29,3.6,2.4,62.9,24.92,11.74,0.08,1.61,197.87,253,942.94,84.81
48.4,987.96,3.74,989.65,984.57,992.42,990.4,172.44,103.11,73.29,40.28,0.69,2.62,2.82,2.99,34.23,106.42,83.06,89.29,3.6,2.38,62.9,24.92,11.74,0.08,1.61,197.87,253,940.86,85.14
48.4,987.96,3.74,989.95,986.45,993.68,990.25,172.86,105.08,74.05,39.76,0.7,2.62,2.82,3.09,34.5,106.23,83.06,89.29,3.6,2.41,62.9,24.92,11.74,0.08,1.61,197.87,253,940.86,85.14
48.4,989.44,3.75,989.56,985.17,992.86,990.08,172.37,104.02,73.76,39.68,0.72,2.63,2.84,3.05,34.55,106.34,83.06,89.29,3.6,2.43,62.9,24.92,11.74,0.08,1.61,197.87,253,941.9,85.04
48.4,989.44,3.75,992.94,985.09,992.63,989.89,175.88,104.8,74.02,39.76,0.69,2.63,2.78,2.67,34.22,107.21,83.06,89.29,3.6,2.44,62.9,24.92,11.74,0.08,1.61,197.87,253,941.9,85.04
48.4,989.46,3.77,992.13,987.46,989.56,988.71,174.38,106.23,71.02,39.14,0.72,2.63,2.84,2.66,34.25,108.92,83.06,89.29,3.6,2.69,62.9,24.92,11.74,0.08,1.61,197.87,253,941.71,84.95
48.4,989.46,3.77,993.25,987.88,990.98,989.76,174.2,118.76,70.9,38.68,0.73,2.67,2.87,2.83,34.4,110.2,83.06,89.29,3.6,2.71,62.9,24.92,11.74,0.08,1.61,197.87,253,941.71,84.95
48.4,990.18,3.75,993.02,989.03,991.94,991.08,173.68,109.74,71.01,38.76,0.73,2.67,2.85,2.71,34.34,111.51,83.06,89.29,3.6,2.69,62.9,24.92,11.74,0.08,1.61,197.87,253,941.94,84.66
48.4,990.18,3.75,991.53,986.48,988.96,988.49,173.2,105.1,70.4,38.73,0.75,2.66,2.86,2.51,34.47,112.88,83.06,89.29,3.6,2.65,62.9,24.92,11.74,0.08,1.61,197.87,253,941.94,84.66
48.4,989.46,3.66,994.3,988.35,991,989.29,176.69,114.93,72.81,39.28,0.68,2.63,2.84,2.47,33.38,113.41,83.06,89.29,3.6,2.67,62.9,24.92,11.74,0.08,1.61,197.87,253,941.8,84.39
48.4,989.46,3.66,990.51,987.72,991.69,990.88,174.12,110.94,73.02,40.52,0.69,2.63,2.84,2.52,33.46,113.41,83.06,89.29,3.6,2.75,62.9,24.92,11.74,0.08,1.61,197.87,253,941.8,84.39
48.4,989.94,3.59,989.48,986.63,991.26,991.94,172.47,107.18,72.35,40.02,0.69,2.65,2.85,2.68,33.52,113.78,83.06,89.29,3.6,2.65,62.9,24.92,11.74,0.08,1.61,197.87,253,941.34,83.69
48.4,989.94,3.59,983.4,984.84,987.97,989.19,169.41,104.16,72.31,40.44,0.63,2.64,2.83,2.65,33.66,113.98,83.06,89.29,3.72,2.68,62.9,24.92,11.74,0.08,1.61,197.87,253,941.34,83.69
48.4,987.06,3.61,979.51,982.42,985.2,986.97,167.84,106.87,72.78,42.2,0.66,2.62,2.82,3.01,33.93,113.85,83.06,89.29,3.72,2.68,62.9,24.92,11.74,0.08,1.61,197.87,253,939.44,84.94
48.4,987.06,3.61,984.4,983.61,986.19,988.48,170.79,107.21,72.36,41.91,0.65,2.63,2.82,3.1,33.67,113.42,83.06,89.29,3.72,2.68,62.9,24.92,11.74,0.08,1.61,197.87,253,939.44,84.94
48.4,985.71,3.65,986.31,985.46,987.67,989.8,171.68,108.44,72.52,41.61,0.66,2.63,2.83,3.09,33.64,112.9,83.06,89.29,3.72,2.67,62.9,24.92,11.74,0.08,1.61,197.87,253,937.8,84.86
48.4,985.71,3.65,987.73,986.13,988.43,991.27,172.58,108.28,72.42,41.83,0.63,2.64,2.82,3.11,33.69,112.48,83.06,89.29,3.72,2.68,62.9,24.92,11.74,0.08,1.61,197.87,253,937.8,84.86
48.4,989.1,3.64,990.5,989.74,989.88,993.62,173.95,110.32,71.82,41.55,0.65,2.64,2.86,3.11,33.93,111.74,83.06,89.29,3.72,2.68,62.9,24.92,11.74,0.08,1.61,197.87,253,940.81,84.85
48.4,989.1,3.64,991.3,989.09,989.9,993.23,174.95,110.54,72.2,41.64,0.64,2.65,2.84,3.13,33.97,111.2,83.06,89.29,3.72,2.66,62.9,24.92,11.74,0.08,1.61,197.87,253,940.81,84.85
48.4,989.51,3.69,986.72,987.44,988.09,990.09,172.32,110.34,72.98,41.87,0.63,2.65,2.84,3.09,34.07,110.56,83.06,89.29,3.72,2.67,62.9,24.92,11.74,0.08,1.61,197.87,253,941.2,83.65
48.4,989.51,3.69,988.41,987.33,988.83,991.43,173.17,109.55,72.78,41.95,0.65,2.63,2.84,3.13,34.3,109.41,83.06,89.29,3.72,2.67,62.9,24.92,11.74,0.08,1.61,197.87,253,941.2,83.65
50.03,988.56,3.75,985.39,984.69,987.23,989.61,171.34,107.89,72.65,41.95,0.66,2.65,2.84,3.12,34.38,109.01,83.06,89.29,3.72,2.67,60.1,29.33,10.35,0.14,1.62,202.6,252.93,940.34,84.87
50.03,988.56,3.75,983.63,983.55,985.22,987.81,170.34,107.78,72.27,42.15,0.66,2.6,2.82,3.04,34.56,108.65,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,940.34,84.87
50.03,985.63,4.06,982.43,983.45,985.01,986.85,170.24,108.65,73.36,42.83,0.67,2.6,2.83,3.06,34.57,107.8,83.06,89.29,3.72,2.68,60.1,29.33,10.35,0.14,1.62,202.6,252.93,938.83,85.05
50.03,985.63,4.06,980.5,982.41,983.34,985.24,168.92,108.2,72.7,42.53,0.64,2.62,2.81,3.07,34.62,107.34,83.06,89.29,3.72,2.66,60.1,29.33,10.35,0.14,1.62,202.6,252.93,938.83,85.05
50.03,983.13,3.94,979.38,980.79,982.99,983.97,168.5,106.92,73.85,43.16,0.68,2.63,2.82,2.92,33.93,111.76,83.06,89.29,3.72,2.67,60.1,29.33,10.35,0.14,1.62,202.6,252.93,936.43,85
50.03,983.13,3.94,978.62,980.3,982.7,983.6,167.82,106.9,73.75,42.84,0.65,2.58,2.8,2.9,33.91,111.57,83.06,89.29,3.72,2.7,60.1,29.33,10.35,0.14,1.62,202.6,252.93,936.43,85
50.03,982.58,3.8,983.29,985.44,985.67,987.25,171.56,110.06,74.81,43.98,0.63,2.6,2.81,2.69,33.53,111.57,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,935.77,85.03
50.03,982.58,3.8,988.48,988.12,988.78,991.55,173.92,110.66,73.59,43.2,0.59,2.57,2.79,2.92,34.2,105.55,83.06,89.29,3.72,2.7,60.1,29.33,10.35,0.14,1.62,202.6,252.93,935.77,85.03
50.03,989.25,3.78,991.87,992.1,993.6,994.52,175.62,112.66,75.08,42.25,0.58,2.6,2.81,2.51,33.57,108.16,83.06,89.29,3.72,2.7,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.39,85.43
50.03,989.25,3.78,978.99,987.9,987.02,988.99,168.65,125.82,74.63,43.65,0.64,2.64,2.81,2.6,34.16,109.9,83.06,89.29,3.72,2.7,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.39,85.43
50.03,987.68,3.75,982.34,989.65,988.99,992.39,170.7,118.58,74.64,43.72,0.58,2.6,2.82,2.42,33.73,112.39,83.06,89.29,3.72,2.73,60.1,29.33,10.35,0.14,1.62,202.6,252.93,939.16,84.12
50.03,987.68,3.75,985.11,986.24,991.3,994.3,171.51,109.35,75.25,42.9,0.58,2.58,2.8,2.45,33.66,112.07,83.06,89.29,3.72,2.68,60.1,29.33,10.35,0.14,1.62,202.6,252.93,939.16,84.12
50.03,990.06,3.65,984.18,990.13,990.51,993.13,171.42,117.44,74.77,42.75,0.62,2.59,2.81,2.62,33.45,113.09,83.06,89.29,3.72,2.67,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.95,85.1
50.03,990.06,3.65,991.73,992.28,993.57,994.26,174.26,117.14,75.56,42.86,0.6,2.6,2.79,2.61,32.62,110.74,83.06,89.29,3.72,2.65,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.95,85.1
50.03,989.91,3.71,988.09,989.98,994.49,993.28,168.14,109.27,76.27,41.96,0.61,2.57,2.81,2.92,32.75,102.04,83.06,89.29,3.72,2.64,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.82,84.28
50.03,989.91,3.71,987.38,989.52,992.42,991.72,166.52,110.6,74.53,41.95,0.6,2.56,2.79,2.9,32.21,101.02,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.82,84.28
50.03,990.05,3.86,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,943.09,83.11
50.03,990.05,3.86,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,943.09,83.11
50.03,989.98,3.83,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,943.12,83.11
50.03,989.98,3.83,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,943.12,83.11
50.03,989.98,3.83,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,943.12,83.11
50.03,989.98,3.83,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,943.12,83.11
50.03,989.98,3.82,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.63,83.62
50.03,989.98,3.82,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,60.1,29.33,10.35,0.14,1.62,202.6,252.93,941.63,83.62
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.57
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.58
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.58
48.65,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,62.8,24.77,11.94,0.08,1.62,202.6,252.93,941.63,83.58
43.02,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,66.78,22.96,10.03,0.08,1.62,202.6,252.93,941.63,83.58
43.02,989.98,3.57,987.6,988.37,992.41,990.61,166.66,109.36,74.89,41.22,0.57,2.54,2.76,2.92,32.23,100.93,83.06,89.29,3.72,2.69,66.78,22.96,10.03,0.08,1.62,202.6,252.93,941.63,83.58
43.02,989.98,3.82,962.86,978.33,975.94,976.02,154.45,106.22,73.47,44.81,0.65,2.6,2.84,2.66,30.41,115.94,83.06,89.29,3.72,2.72,66.78,22.96,10.03,0.08,1.64,193.35,252.4,941.63,83.58
43.02,977.81,3.03,965.11,974.17,977.39,976.06,159.03,101.6,74.32,45.01,0.72,2.65,2.86,3.18,32.7,116.6,83.06,89.29,3.72,2.69,66.78,22.96,10.03,0.08,1.64,193.35,252.4,930.27,83.91
43.02,977.81,3.03,963.95,970.59,972.39,972.88,160.26,97.7,71.45,43.47,0.72,2.67,2.86,3.15,34.92,116.95,83.06,89.29,3.43,2.66,66.78,22.96,10.03,0.08,1.64,193.35,252.4,930.27,83.91
43.02,970.44,3.1,961.15,967.92,970.88,970.64,158.89,97.84,71.68,43.57,0.72,2.66,2.83,3.01,35.66,115.42,83.06,89.29,3.43,2.68,66.78,22.96,10.03,0.08,1.64,193.35,252.4,924.1,85.89
43.02,970.44,3.1,965.96,971.29,976.1,975.37,161.42,100.58,72.99,43.63,0.71,2.65,2.87,3.14,35.49,116.65,83.06,89.29,3.43,2.71,66.78,22.96,10.03,0.08,1.64,193.35,252.4,924.1,85.89
43.02,971.63,3.26,965.5,971.05,973,973.47,161.05,99.25,71.44,42.89,0.71,2.67,2.85,3.02,35.71,115.76,83.06,89.29,3.43,2.66,66.78,22.96,10.03,0.08,1.64,193.35,252.4,924.89,87.88
43.02,971.63,3.26,965.3,972.15,972.83,972.96,162.24,102.34,72.95,44.35,0.68,2.64,2.82,2.46,34.18,118.6,83.06,89.29,3.43,2.68,66.78,22.96,10.03,0.08,1.64,193.35,252.4,924.89,87.88
43.02,972.34,3.43,969.15,975.93,975.51,976.49,164.04,104.42,73.47,45.14,0.66,2.63,2.84,2.47,33.27,120.37,83.06,89.29,3.43,2.7,66.78,22.96,10.03,0.08,1.64,193.35,252.4,924.92,88.34
43.02,972.34,3.43,967.45,975.09,974.55,975.07,163.23,103.36,73.6,45.35,0.68,2.63,2.83,2.48,33.09,120.15,83.06,89.29,3.43,2.7,66.78,22.96,10.03,0.08,1.64,193.35,252.4,924.92,88.34
43.02,973.08,3.45,966.1,973.98,973,973.7,162.64,103.37,73.18,44.95,0.69,2.65,2.83,2.52,33.21,119.3,83.06,89.29,3.43,2.65,66.78,22.96,10.03,0.08,1.64,193.35,252.4,925.4,88.37
43.02,973.08,3.45,969.29,974.93,978.81,977.34,163.88,103.51,75.69,44.13,0.7,2.66,2.84,2.9,33.43,119.87,83.06,89.29,3.43,2.67,66.78,22.96,10.03,0.08,1.64,193.35,252.4,925.4,88.37
50.11,974.92,3.47,971.06,976.17,979.49,977.83,165.6,104.45,76.16,44.42,0.67,2.65,2.85,3.15,33.57,117.97,83.06,90.17,3.43,2.64,59.69,29.99,10.06,0.15,1.67,193.35,252.4,926.88,87.91
50.11,974.92,3.47,969.86,974.53,978.43,978.36,164.63,102.48,75.39,45.26,0.68,2.63,2.84,3.11,33.9,117.12,83.06,90.17,3.43,2.67,59.69,29.99,10.06,0.15,1.67,193.35,252.4,926.88,87.91
50.11,975.79,3.55,969.02,974.34,978.84,977.76,163.92,102.24,75.81,44.65,0.68,2.64,2.84,3.1,34.05,116.54,83.06,90.17,3.43,2.69,59.69,29.99,10.06,0.15,1.67,193.35,252.4,927.75,88.07
50.11,975.79,3.55,969.52,974.4,978.18,978.68,164.56,102.3,75.47,45.8,0.66,2.61,2.82,2.96,33.78,116.62,83.06,90.17,3.43,2.7,59.69,29.99,10.06,0.15,1.67,193.35,252.4,927.75,88.07
50.11,975.61,4.03,968.53,973.5,977.66,977.1,164,101.99,75.55,45.29,0.67,2.63,2.83,3.02,33.91,115.92,83.06,90.17,3.43,2.68,59.69,29.99,10.06,0.15,1.67,193.35,252.4,930.49,86.93
50.11,975.61,4.03,966.61,972.28,976.56,976.01,162.66,101.5,75.8,45.42,0.65,2.65,2.82,3.08,34,115.38,83.06,90.17,3.43,2.71,59.69,29.99,10.06,0.15,1.67,193.35,252.4,930.49,86.93
50.11,973.4,3.92,966.2,971.53,977.29,974.36,162.73,100.98,76.95,44.86,0.66,2.62,2.84,3.09,34.36,114.58,83.06,90.17,3.43,2.67,59.69,29.99,10.06,0.15,1.67,193.35,252.4,928.59,86.33
50.11,973.4,3.92,965,971.03,977.19,974.21,161.18,99.54,76.69,44.57,0.65,2.64,2.85,2.91,34.3,114.99,82.6,90.17,3.43,2.73,59.69,29.99,10.06,0.15,1.66,196.25,252.85,928.59,86.33
50.11,972.46,3.81,964.11,972.52,974.86,973.14,160.73,100.41,75.37,44.5,0.66,2.61,2.84,2.83,34.45,115.69,82.6,90.17,3.43,2.74,59.69,29.99,10.06,0.15,1.66,196.25,252.85,927.9,86.41
50.11,972.46,3.81,965.15,974.04,975.33,975,161.93,107.66,75.7,45.69,0.65,2.61,2.81,2.5,34.04,116.81,82.6,90.17,3.43,2.68,59.69,29.99,10.06,0.15,1.66,196.25,252.85,927.9,86.41
50.11,972.61,3.68,966.04,974.59,974.9,973.74,162.8,107.27,75.49,44.82,0.65,2.59,2.79,2.47,33.45,119.09,82.6,90.17,3.43,2.7,59.69,29.99,10.06,0.15,1.66,196.25,252.85,925.4,86.39
50.11,972.61,3.68,970.62,977.89,981.99,973.32,165.74,105.92,78.85,43.09,0.65,2.62,2.84,2.65,34.39,114.99,82.6,90.17,3.43,2.71,59.69,29.99,10.06,0.15,1.66,196.25,252.85,925.4,86.39
50.11,975.53,3.63,974.39,980.97,982.52,974.16,167.55,108.89,77.55,41.79,0.66,2.63,2.83,2.61,33.92,116.51,82.6,90.17,3.43,2.69,59.69,29.99,10.06,0.15,1.66,196.25,252.85,927.97,85.83
50.11,975.53,3.63,976.66,982.61,984.35,975.96,168.37,108.47,77.49,41.42,0.66,2.63,2.83,2.5,33.77,116.75,82.6,90.17,3.43,2.64,59.69,29.99,10.06,0.15,1.66,196.25,252.85,927.97,85.83
50.11,982.52,3.55,984.74,989.23,990.64,991.67,171.98,110.89,77.24,45.03,0.7,2.67,2.85,2.75,34.06,116.26,82.6,90.17,3.43,2.64,59.69,29.99,10.06,0.15,1.66,196.25,252.85,934.24,85.12
50.11,982.52,3.55,980.37,986.81,990.56,990.71,168.88,109.09,77.48,43.2,0.7,2.66,2.85,2.93,34.24,116.7,82.6,90.17,3.43,2.66,59.69,29.99,10.06,0.15,1.66,196.25,252.85,934.24,85.12
50.11,987.44,3.58,980.46,985.88,990.19,988.1,169.56,108.23,78.54,43.46,0.7,2.63,2.88,3.05,34,116.83,82.6,90.17,3.43,2.66,59.69,29.99,10.06,0.15,1.66,196.25,252.85,939.09,83.78
50.11,987.44,3.58,979.86,985.7,988.28,988.7,168.98,108.05,77.21,44.2,0.68,2.66,2.85,3.07,34.02,117.01,82.6,90.17,3.43,2.69,59.69,29.99,10.06,0.15,1.66,196.25,252.85,939.09,83.78
50.11,986.49,3.6,979.36,985.28,986.82,985.91,168.95,107.46,76.78,43.66,0.68,2.61,2.85,2.91,33.88,117.38,82.6,90.17,3.43,2.64,59.69,29.99,10.06,0.15,1.66,196.25,252.85,938.2,84.89
50.11,986.49,3.6,975.88,982.65,985.16,983.68,167.09,106.74,76.82,43.88,0.67,2.64,2.85,3.06,33.99,117.77,82.6,90.17,3.43,2.69,59.69,29.99,10.06,0.15,1.66,196.25,252.85,938.2,84.89
50.11,983.69,3.62,982.08,985.69,989.83,989.08,169.86,107.34,77.83,43.96,0.71,2.64,2.88,2.92,33.75,118.84,82.6,90.17,3.43,2.71,59.69,29.99,10.06,0.15,1.66,196.25,252.85,935.69,85.33
50.11,983.69,3.62,980.58,984.4,985.38,986.02,168.87,107.33,75.14,42.99,0.71,2.7,2.86,3.13,33.86,118.34,82.6,90.17,3.43,2.63,59.69,29.99,10.06,0.15,1.66,196.25,252.85,935.69,85.33
50.11,986.03,3.59,980.48,984.3,987.61,988.12,168.58,107.25,76.65,44.53,0.7,2.68,2.89,3.06,33.56,120.44,82.6,90.17,3.43,2.68,59.69,29.99,10.06,0.15,1.66,196.25,252.85,938.03,84.61
50.11,986.03,3.59,975.21,981.02,985.42,984.39,166.26,106.57,77.83,44.31,0.68,2.65,2.86,3.06,33.7,119.12,82.6,90.17,3.43,2.7,59.69,29.99,10.06,0.15,1.66,196.25,252.85,938.03,84.61
50.16,983.49,3.62,979.2,983.1,987.48,986.43,168.25,107.35,77.32,44.03,0.68,2.65,2.88,2.84,33.27,120.2,82.6,90.17,3.43,2.73,59.59,30.12,10.02,0.18,1.66,196.25,252.85,935.55,84.61
50.16,983.49,3.62,980.19,984.08,987.72,987.74,169.11,106.9,77.42,44.7,0.68,2.68,2.88,3,33.7,119.79,82.6,90.17,3.43,2.7,59.59,30.12,10.02,0.18,1.66,196.25,252.85,935.55,84.61
50.16,984.65,3.64,978.15,982.57,985.81,986.29,167.62,106.34,76.56,44.98,0.67,2.65,2.83,2.83,33.56,119.37,82.6,90.17,3.43,2.64,59.59,30.12,10.02,0.18,1.66,196.25,252.85,936.83,85.57
50.16,984.65,3.64,977.27,981.66,987.03,987.01,167.09,107.65,77.47,45.2,0.68,2.66,2.87,3.14,34,117.85,82.6,90.17,3.43,2.68,59.59,30.12,10.02,0.18,1.66,196.25,252.85,936.83,85.57
50.16,984.8,3.72,983.05,985.65,989.19,991.16,171.22,108.98,77.04,45.44,0.68,2.65,2.86,3.16,34.07,115.79,82.6,90.17,3.43,2.7,59.59,30.12,10.02,0.18,1.66,196.25,252.85,936.75,85.21
50.16,984.8,3.72,981.11,984.28,987.75,988.79,170.44,107.21,77.48,45.93,0.68,2.63,2.84,2.89,34.02,115.02,82.6,90.17,3.43,2.75,59.59,30.12,10.02,0.18,1.66,196.25,252.85,936.75,85.21
50.16,986.77,3.7,982.07,984.36,990.45,988.76,170.93,106.85,78.87,44.21,0.67,2.63,2.85,2.92,33.67,117.21,82.6,90.17,3.43,2.7,59.59,30.12,10.02,0.18,1.66,196.25,252.85,938.54,84.82
50.16,986.77,3.7,981.29,984.79,989.85,989.91,170.07,106.22,77.98,45.19,0.69,2.64,2.84,2.8,33.52,118.98,82.6,90.17,3.43,2.72,59.59,30.12,10.02,0.18,1.66,196.25,252.85,938.54,84.82
50.16,986.52,3.59,979.99,980.42,987.5,987.1,170.09,102.29,78.27,45.64,0.69,2.68,2.87,2.67,33.94,119.02,82.6,90.17,3.43,2.69,59.59,30.12,10.02,0.18,1.66,196.25,252.85,938.36,84.77
50.16,986.52,3.59,978.61,980.68,986.95,986.38,169.14,111.62,77.77,45.91,0.67,2.65,2.82,2.98,34.45,117.75,82.6,90.17,3.43,2.71,59.59,30.12,10.02,0.18,1.66,196.25,252.85,938.36,84.77
50.16,983.47,3.58,977.87,980.39,987.4,985.06,168.78,106.14,78.67,44.87,0.69,2.66,2.88,2.91,34.44,118.74,82.6,90.17,3.43,2.67,59.59,30.12,10.02,0.18,1.66,196.25,252.85,935.18,85.64
50.16,983.47,3.58,976.75,979.91,985.27,985.89,167.85,104.67,77.05,46.05,0.68,2.65,2.79,2.64,34.64,117.65,82.6,90.17,3.43,2.67,59.59,30.12,10.02,0.18,1.66,196.25,252.85,935.18,85.64
50.16,982.77,3.63,975.36,980.66,984.91,986.11,166.03,105.93,76.46,45.64,0.7,2.66,2.86,2.93,34.84,116.95,82.6,90.17,3.43,2.67,59.59,30.12,10.02,0.18,1.66,196.25,252.85,934.91,85.61
50.16,982.77,3.63,980.29,983.08,988.5,988.33,169.42,106.4,77.53,44.99,0.7,2.66,2.87,2.92,34.97,117.44,82.6,90.17,3.43,2.65,59.59,30.12,10.02,0.18,1.66,196.25,252.85,934.91,85.61
50.16,985.49,3.64,983.13,985.07,989.7,990.88,170.85,106.77,76.59,44.49,0.7,2.67,2.88,3.2,35.1,116.73,82.6,90.17,3.43,2.64,59.59,30.12,10.02,0.18,1.66,196.25,252.85,937.44,85.4
50.16,985.49,3.64,979.47,983.92,988.79,984,168.95,106.84,76.69,41.65,0.72,2.72,2.89,2.97,35.22,115.75,82.6,90.17,3,2.65,59.59,30.12,10.02,0.18,1.66,196.25,252.85,937.44,85.4
